order,nrowMRD,jfID,ncolfrLast
3196,15831,X903112201005_C_2,21553
3197,20509,X904312283006_B_10,7572
3198,27287,X907513310021_E_10,29559
3199,21453,X904312289009_C_10,8610
3200,22083,X904312296006_D_1,9077
3201,22568,X904312303003_C_10,9656
3202,21054,X904312289004_D_4,8117
3203,23530,X904312333005_H_5,13062
3204,24148,X907513220006_A_1,24171
3205,26134,X907513220028_B_8,26157
3206,16965,X903112205008_B_11,17121
3207,25202,X907513220017_F_8,25225
3208,24593,X907513220011_B_3,24616
3209,18011,X903112213007_C_4,18251
3210,24957,X907513220015_B_1,24980
3211,21980,X904312296004_H_10,8974
3212,18564,X903112223003_B_7,18986
3213,25676,X907513220023_B_5,25699
3214,16042,X903112201007_E_2,21764
3215,26292,X907513220029_H_2,26315
3216,22577,X904312303003_D_11,9665
3217,19887,X903112229007_A_10,19996
3218,24057,X907513220004_H_4,24080
3219,22845,X904312303007_F_8,9933
3220,20819,X904312289001_G_2,7882
3221,25769,X907513220024_B_6,25792
3222,15996,X903112201007_A_4,21718
3223,18083,X903112213008_A_8,18323
3224,22664,X904312303004_F_12,9752
3225,19330,X903112223011_D_12,19846
3226,16925,X903112205007_F_6,17081
3227,18855,X903112223006_C_4,19371
3228,22138,X904312296007_B_11,9132
3229,27138,X907513310019_H_4,29410
3230,26435,X907513220031_D_5,26458
3231,19803,X903112229006_A_9,19912
3232,18175,X903112213009_A_6,18415
3233,16199,X903112201009_B_7,21921
3234,25996,X907513220026_G_1,26019
3235,16676,X903112205005_A_3,16832
3236,19508,X903112229002_F_11,1763
3237,17531,X903112213002_B_4,17771
3238,26077,X907513220027_E_9,26100
3239,18941,X903112223007_B_8,19457
3240,17440,X903112213001_B_7,17680
3241,19857,X903112229006_F_3,19966
3242,23982,X907513220004_B_1,24005
3243,25979,X907513220026_E_5,26002
3244,18055,X903112213007_G_2,18295
3245,21558,X904312289014_C_2,21011
3246,23109,X904312303010_H_6,20418
3247,16487,X903112205003_A_2,16643
3248,24444,X907513220009_E_2,24467
3249,15659,X903112201003_D_5,22527
3250,25260,X907513220018_C_9,25283
3251,16056,X903112201007_F_4,21778
3252,20492,X904312283005_H_6,7555
3253,18297,X903112213010_D_1,18537
3254,17222,X903112205010_H_1,17378
3255,23980,X907513220004_A_8,24003
3256,23246,X904312333002_F_3,12685
3257,26020,X907513220027_A_11,26043
3258,21886,X904312296003_F_12,8880
3259,22838,X904312303007_E_7,9926
3260,25051,X907513220016_B_10,25074
3261,26462,X907513220031_F_8,26485
3262,20823,X904312289001_G_6,7886
3263,24821,X907513220013_F_12,24844
3264,18145,X903112213008_G_1,18385
3265,20696,X904312283008_C_11,7759
3266,26636,X907513310014_E_6,28908
3267,19595,X903112229003_E_5,1850
3268,17417,X903112205012_H_8,17573
3269,24727,X907513220012_F_12,24750
3270,22306,X904312296009_C_2,9394
3271,24165,X907513220006_B_4,24188
3272,16087,X903112201008_A_12,21809
3273,27222,X907513310020_G_5,29494
3274,21609,X904312292001_B_10,22682
3275,18349,X903112213010_H_4,18589
3276,16306,X903112201010_C_9,22028
3277,15664,X903112201003_E_1,22532
3278,17385,X903112205012_F_1,17541
3279,26458,X907513220031_F_4,26481
3280,26269,X907513220029_F_12,26292
3281,24738,X907513220012_G_11,24761
3282,26502,X907513310013_B_2,28774
3283,19332,X903112223011_D_3,19848
3284,18700,X903112223004_F_12,19122
3285,18846,X903112223006_B_7,19362
3286,24474,X907513220009_G_9,24497
3287,15643,X903112201003_C_12,22511
3288,16320,X903112201010_E_11,22042
3289,23239,X904312333002_E_5,12678
3290,19742,X903112229005_C_4,1997
3291,27232,X907513310020_H_4,29504
3292,26506,X907513310013_B_6,28778
3293,27274,X907513310021_D_1,29546
3294,26938,X907513310017_G_3,29210
3295,15676,X903112201003_F_1,22544
3296,19000,X903112223007_G_8,19516
3297,20122,X904312283001_F_12,7092
3298,19565,X903112229003_C_10,1820
3299,25290,X907513220018_F_4,25313
3300,23698,X904312333007_G_8,13230
3301,26418,X907513220031_C_11,26441
3302,24798,X907513220013_D_2,24821
3303,20400,X904312283004_H_3,7370
3304,19605,X903112229003_F_3,1860
3305,18656,X903112223004_B_5,19078
3306,20396,X904312283004_G_8,7366
3307,27178,X907513310020_C_8,29450
3308,16650,X903112205004_G_10,16806
3309,17103,X903112205009_E_8,17259
3310,19792,X903112229006_A_12,19901
3311,26223,X907513220029_B_3,26246
3312,22373,X904312296010_B_9,9461
3313,25023,X907513220015_G_6,25046
3314,25511,X907513220021_A_8,25534
3315,26756,X907513310015_G_9,29028
3316,26121,X907513220028_A_7,26144
3317,17591,X903112213002_G_5,17831
3318,15640,X903112201003_C_1,22508
3319,26063,X907513220027_D_7,26086
3320,27280,X907513310021_D_4,29552
3321,26936,X907513310017_G_11,29208
3322,23289,X904312333003_C_11,12728
3323,22219,X904312296008_A_11,9307
3324,24979,X907513220015_C_9,25002
3325,24620,X907513220011_D_8,24643
3326,25415,X907513220020_A_12,25438
3327,19304,X903112223011_B_10,19820
3328,15665,X903112201003_E_10,22533
3329,22615,X904312303004_A_5,9703
3330,21994,X904312296005_A_9,8988
3331,25889,X907513220025_E_4,25912
3332,17496,X903112213001_G_4,17736
3333,22874,X904312303008_B_12,20183
3334,18251,X903112213009_H_10,18491
3335,25450,X907513220020_D_12,25473
3336,17711,X903112213004_A_8,17951
3337,17565,X903112213002_E_2,17805
3338,16740,X903112205005_F_7,16896
3339,21472,X904312289009_D_6,8629
3340,16299,X903112201010_C_2,22021
3341,24559,X907513220010_G_2,24582
3342,17159,X903112205010_B_6,17315
3343,20142,X904312283001_H_10,7112
3344,25829,X907513220024_G_7,25852
3345,17525,X903112213002_B_1,17765
3346,19417,X903112229001_E_2,1672
3347,17219,X903112205010_G_7,17375
3348,18778,X903112223005_D_9,19294
3349,20096,X904312283001_D_10,7066
3350,18818,X903112223005_H_3,19334
3351,23273,X904312333003_A_5,12712
3352,15929,X903112201006_C_7,21651
3353,26994,X907513310018_D_11,29266
3354,23682,X904312333007_F_3,13214
3355,21503,X904312289009_G_3,8660
3356,18803,X903112223005_G_1,19319
3357,16753,X903112205005_G_9,16909
3358,20278,X904312283003_D_11,7248
3359,18820,X903112223005_H_5,19336
3360,26489,X907513310013_A_12,28761
3361,16995,X903112205008_D_6,17151
3362,20968,X904312289003_D_3,8031
3363,25558,X907513220021_H_10,25581
3364,19633,X903112229004_A_11,1888
3365,19882,X903112229006_H_6,19991
3366,25910,X907513220025_G_6,25933
3367,25852,X907513220025_B_1,25875
3368,18553,X903112223003_A_8,18975
3369,22330,X904312296009_E_7,9418
3370,24609,X907513220011_C_8,24632
3371,19279,X903112223010_G_8,19795
3372,20328,X904312283003_H_7,7298
3373,27313,X907513310021_G_3,29585
3374,27062,X907513310019_B_1,29334
3375,20434,X904312283005_C_3,7497
3376,25750,X907513220024_A_3,25773
3377,21514,X904312289009_H_3,8671
3378,20017,X903112229008_D_2,20126
3379,19042,X903112223008_C_4,19558
3380,20769,X904312289001_C_1,7832
3381,21148,X904312289005_D_7,8211
3382,22951,X904312303008_H_8,20260
3383,19228,X903112223010_C_3,19744
3384,17916,X903112213006_C_2,18156
3385,16304,X903112201010_C_7,22026
3386,17000,X903112205008_E_10,17156
3387,25200,X907513220017_F_6,25223
3388,23214,X904312333002_B_4,12653
3389,19249,X903112223010_E_11,19765
3390,26124,X907513220028_B_1,26147
3391,24943,X907513220014_H_8,24966
3392,23400,X904312333004_E_1,12932
3393,23721,X904312333008_A_8,13253
3394,15716,X903112201004_A_5,22584
3395,23254,X904312333002_G_3,12693
3396,17569,X903112213002_E_6,17809
3397,20005,X903112229008_C_2,20114
3398,23252,X904312333002_G_10,12691
3399,22208,X904312296007_H_11,9202
3400,26725,X907513310015_E_12,28997
3401,18034,X903112213007_E_3,18274
3402,18168,X903112213009_A_10,18408
3403,19947,X903112229007_F_11,20056
3404,27182,X907513310020_D_11,29454
3405,20622,X904312283007_D_11,7685
3406,20018,X903112229008_D_3,20127
3407,22759,X904312303006_B_8,9847
3408,20373,X904312283004_E_4,7343
3409,17675,X903112213003_F_6,17915
3410,17609,X903112213003_A_11,17849
3411,24132,X907513220005_G_3,24155
3412,27357,X907513310022_C_11,29629
3413,23794,X904312333008_H_1,13326
3414,25548,X907513220021_F_8,25571
3415,15627,X903112201003_A_9,22495
3416,17610,X903112213003_A_12,17850
3417,23856,X907513220002_E_4,23879
3418,24917,X907513220014_F_4,24940
3419,27315,X907513310021_G_5,29587
3420,25363,X907513220019_D_7,25386
3421,20534,X904312283006_D_11,7597
3422,21636,X904312292001_D_5,22709
3423,21459,X904312289009_C_5,8616
3424,24703,X907513220012_D_12,24726
3425,17497,X903112213001_G_5,17737
3426,23917,X907513220003_C_8,23940
3427,19987,X903112229008_A_7,20096
3428,19450,X903112229002_A_12,1705
3429,16603,X903112205004_C_11,16759
3430,22144,X904312296007_B_6,9138
3431,20679,X904312283008_A_2,7742
3432,22570,X904312303003_C_12,9658
3433,26415,X907513220031_B_9,26438
3434,22983,X904312303009_C_5,20292
3435,27052,X907513310019_A_11,29324
3436,16402,X903112201011_D_12,22124
3437,26898,X907513310017_D_1,29170
3438,15822,X903112201005_B_5,21544
3439,22973,X904312303009_B_7,20282
3440,22032,X904312296005_F_9,9026
3441,22630,X904312303004_B_9,9718
3442,17335,X903112205012_A_8,17491
3443,22148,X904312296007_C_10,9142
3444,24768,X907513220013_A_8,24791
3445,17827,X903112213005_C_6,18067
3446,20920,X904312289002_H_10,7983
3447,25259,X907513220018_C_8,25282
3448,18779,X903112223005_E_1,19295
3449,27469,X907514049008_D_6,33075
3450,18704,X903112223004_F_5,19126
3451,24607,X907513220011_C_6,24630
3452,16595,X903112205004_B_4,16751
3453,23893,X907513220003_A_10,23916
3454,24036,X907513220004_F_4,24059
3455,18706,X903112223004_F_7,19128
3456,20313,X904312283003_G_2,7283
3457,22385,X904312296010_D_1,9473
3458,26571,X907513310013_H_11,28843
3459,27355,X907513310022_C_1,29627
3460,16691,X903112205005_B_6,16847
3461,22181,X904312296007_E_8,9175
3462,18480,X903112223002_C_5,18902
3463,22408,X904312296010_F_7,9496
3464,26902,X907513310017_D_2,29174
3465,24915,X907513220014_F_2,24938
3466,27114,X907513310019_F_2,29386
3467,23496,X904312333005_E_3,13028
3468,24924,X907513220014_G_10,24947
3469,22673,X904312303004_G_11,9761
3470,26582,X907513310014_A_11,28854
3471,22562,X904312303003_B_11,9650
3472,21130,X904312289005_C_12,8193
3473,16716,X903112205005_D_7,16872
3474,19257,X903112223010_E_9,19773
3475,21480,X904312289009_E_2,8637
3476,24755,X907513220012_H_7,24778
3477,17459,X903112213001_D_2,17699
3478,21360,X904312289008_A_2,8517
3479,22168,X904312296007_D_7,9162
3480,21967,X904312296004_F_5,8961
3481,22977,X904312303009_C_10,20286
3482,18387,X903112223001_C_6,18809
3483,24440,X907513220009_E_1,24463
3484,17783,X903112213004_G_9,18023
3485,17355,X903112205012_C_4,17511
3486,23566,X904312333006_D_10,13098
3487,23413,X904312333004_F_10,12945
3488,16922,X903112205007_F_3,17078
3489,16981,X903112205008_C_4,17137
3490,21813,X904312296002_G_7,8807
3491,25990,X907513220026_F_4,26013
3492,21446,X904312289009_B_4,8603
3493,19832,X903112229006_D_2,19941
3494,26573,X907513310013_H_3,28845
3495,17625,X903112213003_B_4,17865
3496,26387,X907513220030_H_5,26410
3497,18601,X903112223003_E_8,19023
3498,17482,X903112213001_F_12,17722
3499,18863,X903112223006_D_11,19379
3500,20655,X904312283007_G_10,7718
3501,17425,X903112213001_A_4,17665
3502,19762,X903112229005_E_9,2017
3503,16957,X903112205008_A_4,17113
3504,21781,X904312296002_C_8,8775
3505,26841,X907513310016_G_10,29113
3506,18626,X903112223003_H_1,19048
3507,18651,X903112223004_B_11,19073
3508,25887,X907513220025_E_2,25910
3509,24457,X907513220009_F_3,24480
3510,19451,X903112229002_A_2,1706
3511,23649,X904312333007_C_6,13181
3512,18666,X903112223004_C_3,19088
3513,24714,X907513220012_E_11,24737
3514,19145,X903112223009_D_2,19661
3515,20667,X904312283007_H_2,7730
3516,22992,X904312303009_D_2,20301
3517,17240,X903112205011_A_5,17396
3518,23128,X904312333001_B_5,12567
3519,15983,X903112201006_H_3,21705
3520,19452,X903112229002_A_3,1707
3521,18373,X903112223001_B_4,18795
3522,26494,X907513310013_A_6,28766
3523,23097,X904312303010_G_10,20406
3524,20567,X904312283006_G_2,7630
3525,25071,X907513220016_C_7,25094
3526,23681,X904312333007_F_2,13213
3527,16876,X903112205007_B_5,17032
3528,19116,X903112223009_A_9,19632
3529,20627,X904312283007_D_6,7690
3530,25762,X907513220024_B_10,25785
3531,23541,X904312333006_A_5,13073
3532,24860,X907513220014_A_6,24883
3533,23048,X904312303010_A_12,20357
3534,18462,X903112223002_B_10,18884
3535,20829,X904312289001_H_11,7892
3536,16778,X903112205006_B_10,16934
3537,27284,X907513310021_D_8,29556
3538,20863,X904312289002_C_11,7926
3539,26949,X907513310017_H_3,29221
3540,21809,X904312296002_G_2,8803
3541,16195,X903112201009_B_3,21917
3542,15782,X903112201004_G_10,22650
3543,23825,X907513220002_B_4,23848
3544,21474,X904312289009_D_8,8631
3545,18718,X903112223004_G_8,19140
3546,16303,X903112201010_C_6,22025
3547,26663,X907513310014_H_1,28935
3548,19805,X903112229006_B_10,19914
3549,17577,X903112213002_F_2,17817
3550,18200,X903112213009_C_7,18440
3551,25850,X907513220025_A_8,25873
3552,24552,X907513220010_F_6,24575
3553,24406,X907513220009_B_11,24429
3554,20485,X904312283005_H_1,7548
3555,19524,X903112229002_G_5,1779
3556,16675,X903112205005_A_2,16831
3557,22586,X904312303003_E_7,9674
3558,17658,X903112213003_E_12,17898
3559,18451,X903112223002_A_11,18873
3560,18059,X903112213007_G_6,18299
3561,19278,X903112223010_G_7,19794
3562,26692,X907513310015_B_4,28964
3563,22418,X904312296010_H_11,9506
3564,19001,X903112223007_G_9,19517
3565,22347,X904312296009_G_6,9435
3566,23257,X904312333002_G_6,12696
3567,23068,X904312303010_C_4,20377
3568,19698,X903112229004_F_7,1953
3569,25074,X907513220016_D_1,25097
3570,17427,X903112213001_A_6,17667
3571,26653,X907513310014_G_10,28925
3572,24816,X907513220013_E_8,24839
3573,25012,X907513220015_F_6,25035
3574,20875,X904312289002_D_11,7938
3575,22041,X904312296005_G_9,9035
3576,21131,X904312289005_C_2,8194
3577,27405,X907513310022_G_11,29677
3578,20482,X904312283005_G_7,7545
3579,22449,X904312303001_D_6,9537
3580,16257,X903112201009_G_7,21979
3581,26451,X907513220031_E_9,26474
3582,17613,X903112213003_A_4,17853
3583,21457,X904312289009_C_3,8614
3584,24469,X907513220009_G_4,24492
3585,26037,X907513220027_B_5,26060
3586,20168,X904312283002_B_4,7138
3587,24223,X907513220006_G_6,24246
3588,22204,X904312296007_G_8,9198
3589,24576,X907513220010_H_9,24599
3590,17670,X903112213003_F_12,17910
3591,24867,X907513220014_B_2,24890
3592,17340,X903112205012_B_12,17496
3593,19044,X903112223008_C_6,19560
3594,24589,X907513220011_B_1,24612
3595,22738,X904312303005_G_2,9826
3596,25220,X907513220017_H_5,25243
3597,17570,X903112213002_E_7,17810
3598,24671,X907513220012_A_5,24694
3599,27438,X907514049008_B_10,33044
3600,24424,X907513220009_C_6,24447
3601,21652,X904312292001_F_1,22725
3602,26194,X907513220028_G_9,26217
3603,22250,X904312296008_D_9,9338
3604,19950,X903112229007_F_3,20059
3605,26745,X907513310015_F_9,29017
3606,26153,X907513220028_D_3,26176
3607,18131,X903112213008_E_8,18371
3608,20965,X904312289003_D_11,8028
3609,17368,X903112205012_D_5,17524
3610,18172,X903112213009_A_3,18412
3611,17956,X903112213006_F_7,18196
3612,26816,X907513310016_E_1,29088
3613,21526,X904312289010_C_1,21056
3614,16752,X903112205005_G_8,16908
3615,23389,X904312333004_D_1,12921
3616,23488,X904312333005_D_7,13020
3617,22923,X904312303008_F_2,20232
3618,16131,X903112201008_D_9,21853
3619,17333,X903112205012_A_6,17489
3620,17884,X903112213005_H_6,18124
3621,26293,X907513220029_H_3,26316
3622,16167,X903112201008_H_1,21889
3623,23916,X907513220003_C_7,23939
3624,25252,X907513220018_C_12,25275
3625,20368,X904312283004_D_9,7338
3626,18047,X903112213007_F_5,18287
3627,16261,X903112201009_H_10,21983
3628,22648,X904312303004_D_5,9736
3629,19505,X903112229002_E_9,1760
3630,19357,X903112223011_F_4,19873
3631,22862,X904312303008_A_12,20171
3632,21411,X904312289008_F_7,8568
3633,24110,X907513220005_E_11,24133
3634,19529,X903112229002_H_1,1784
3635,16154,X903112201008_F_8,21876
3636,22837,X904312303007_E_5,9925
3637,25739,X907513220023_G_9,25762
3638,15856,X903112201005_E_3,21578
3639,17668,X903112213003_F_10,17908
3640,19475,X903112229002_C_2,1730
3641,23889,X907513220002_H_7,23912
3642,20208,X904312283002_F_1,7178
3643,16305,X903112201010_C_8,22027
3644,16326,X903112201010_E_6,22048
3645,26378,X907513220030_G_6,26401
3646,24072,X907513220005_A_8,24095
3647,17400,X903112205012_G_2,17556
3648,25879,X907513220025_D_6,25902
3649,16461,X903112201012_B_1,22275
3650,15714,X903112201004_A_3,22582
3651,16039,X903112201007_E_10,21761
3652,19817,X903112229006_C_10,19926
3653,21199,X904312289006_A_3,8262
3654,22957,X904312303009_A_3,20266
3655,27271,X907513310021_C_7,29543
3656,25731,X907513220023_G_11,25754
3657,22695,X904312303005_A_2,9783
3658,26789,X907513310016_B_7,29061
3659,23945,X907513220003_F_2,23968
3660,24398,X907513220009_A_4,24421
3661,22587,X904312303003_E_8,9675
3662,20069,X904312283001_A_8,7039
3663,24378,X907513220008_G_7,24401
3664,19689,X903112229004_E_9,1944
3665,16208,X903112201009_C_4,21930
3666,17181,X903112205010_D_4,17337
3667,17727,X903112213004_C_11,17967
3668,26944,X907513310017_G_9,29216
3669,17819,X903112213005_C_1,18059
3670,21949,X904312296004_D_5,8943
3671,16351,X903112201010_G_9,22073
3672,18684,X903112223004_D_9,19106
3673,18922,X903112223007_A_12,19438
3674,27051,X907513310019_A_10,29323
3675,23987,X907513220004_B_3,24010
3676,25218,X907513220017_H_3,25241
3677,25289,X907513220018_F_3,25312
3678,22964,X904312303009_B_1,20273
3679,19802,X903112229006_A_8,19911
3680,25214,X907513220017_H_1,25237
3681,25021,X907513220015_G_4,25044
3682,24147,X907513220005_H_8,24170
3683,18071,X903112213007_H_7,18311
3684,25432,X907513220020_B_7,25455
3685,18303,X903112213010_D_4,18543
3686,19223,X903112223010_C_1,19739
3687,16963,X903112205008_B_1,17119
3688,22437,X904312303001_C_1,9525
3689,27333,X907513310022_A_11,29605
3690,26815,X907513310016_D_9,29087
3691,23036,X904312303009_H_10,20345
3692,22758,X904312303006_B_7,9846
3693,21867,X904312296003_D_6,8861
3694,21804,X904312296002_F_8,8798
3695,16180,X903112201009_A_11,21902
3696,22423,X904312303001_A_2,9511
3697,23071,X904312303010_C_7,20380
3698,21615,X904312292001_B_6,22688
3699,15903,X903112201006_A_5,21625
3700,19285,X903112223010_H_3,19801
3701,24109,X907513220005_E_10,24132
3702,27459,X907514049008_C_8,33065
3703,18210,X903112213009_D_5,18450
3704,23234,X904312333002_E_1,12673
3705,23334,X904312333003_G_10,12773
3706,19015,X903112223008_A_11,19531
3707,19385,X903112229001_A_1,1640
3708,16283,X903112201010_B_1,22005
3709,23578,X904312333006_E_11,13110
3710,17564,X903112213002_E_12,17804
3711,22459,X904312303001_F_2,9547
3712,20950,X904312289003_B_7,8013
3713,26436,X907513220031_D_6,26459
3714,16413,X903112201011_E_11,22135
3715,19733,X903112229005_B_10,1988
3716,27006,X907513310018_E_11,29278
3717,24039,X907513220004_F_7,24062
3718,26792,X907513310016_C_1,29064
3719,23362,X904312333004_A_5,12894
3720,18305,X903112213010_D_6,18545
3721,27254,X907513310021_B_2,29526
3722,19825,X903112229006_C_7,19934
3723,15720,X903112201004_A_9,22588
3724,25657,X907513220023_A_1,25680
3725,24761,X907513220013_A_12,24784
3726,15966,X903112201006_F_8,21688
3727,25298,X907513220018_G_11,25321
3728,23755,X904312333008_D_6,13287
3729,24371,X907513220008_G_10,24394
3730,24026,X907513220004_E_6,24049
3731,16115,X903112201008_C_5,21837
3732,17006,X903112205008_E_5,17162
3733,23694,X904312333007_G_4,13226
3734,22384,X904312296010_C_9,9472
3735,25409,X907513220019_H_7,25432
3736,23501,X904312333005_E_8,13033
3737,23866,X907513220002_F_3,23889
3738,21481,X904312289009_E_3,8638
3739,22657,X904312303004_E_4,9745
3740,26889,X907513310017_C_12,29161
3741,19072,X903112223008_F_10,19588
3742,25103,X907513220016_F_3,25126
3743,18913,X903112223006_H_4,19429
3744,20650,X904312283007_F_6,7713
3745,19500,X903112229002_E_4,1755
3746,23217,X904312333002_B_7,12656
3747,21183,X904312289005_G_7,8246
3748,19797,X903112229006_A_3,19906
3749,19168,X903112223009_F_12,19684
3750,24907,X907513220014_E_6,24930
3751,24309,X907513220008_A_9,24332
3752,22807,X904312303007_A_9,9895
3753,19100,X903112223008_H_5,19616
3754,19031,X903112223008_B_4,19547
3755,25581,X907513220022_B_4,25604
3756,27125,X907513310019_G_2,29397
3757,22915,X904312303008_E_6,20224
3758,20906,X904312289002_F_8,7969
3759,22533,X904312303002_F_4,9621
3760,17715,X903112213004_B_11,17955
3761,22903,X904312303008_D_6,20212
3762,25646,X907513220022_H_1,25669
3763,26445,X907513220031_E_3,26468
3764,26356,X907513220030_E_7,26379
3765,22378,X904312296010_C_2,9466
3766,20481,X904312283005_G_6,7544
3767,26267,X907513220029_F_10,26290
3768,21160,X904312289005_E_7,8223
3769,23327,X904312333003_F_4,12766
3770,27101,X907513310019_E_12,29373
3771,23006,X904312303009_E_4,20315
3772,25685,X907513220023_C_2,25708
3773,20432,X904312283005_C_12,7495
3774,16117,X903112201008_C_7,21839
3775,19414,X903112229001_D_7,1669
3776,19040,X903112223008_C_2,19556
3777,17697,X903112213003_H_6,17937
3778,17913,X903112213006_C_10,18153
3779,24662,X907513220011_H_8,24685
3780,20575,X904312283006_H_1,7638
3781,16187,X903112201009_A_7,21909
3782,17259,X903112205011_C_11,17415
3783,17195,X903112205010_E_6,17351
3784,24920,X907513220014_F_7,24943
3785,22997,X904312303009_D_7,20306
3786,21939,X904312296004_C_5,8933
3787,23443,X904312333004_H_7,12975
3788,20557,X904312283006_F_12,7620
3789,23187,X904312333001_G_5,12626
3790,24894,X907513220014_D_5,24917
3791,17894,X903112213006_A_4,18134
3792,23126,X904312333001_B_3,12565
3793,16814,X903112205006_E_11,16970
3794,21583,X904312289014_F_6,21036
3795,19504,X903112229002_E_8,1759
3796,22804,X904312303007_A_4,9892
3797,26045,X907513220027_C_12,26068
3798,25673,X907513220023_B_2,25696
3799,22193,X904312296007_F_8,9187
3800,22878,X904312303008_B_5,20187
3801,24174,X907513220006_C_12,24197
3802,15751,X903112201004_D_4,22619
3803,17326,X903112205012_A_1,17482
3804,25239,X907513220018_B_11,25262
3805,16513,X903112205003_C_4,16669
3806,22680,X904312303004_G_8,9768
3807,16085,X903112201008_A_10,21807
3808,22443,X904312303001_C_9,9531
3809,22727,X904312303005_E_8,9815
3810,20260,X904312283003_B_4,7230
3811,26421,X907513220031_C_3,26444
3812,17855,X903112213005_F_1,18095
3813,21401,X904312289008_E_6,8558
3814,22604,X904312303003_H_6,9692
3815,19161,X903112223009_E_6,19677
3816,18223,X903112213009_E_6,18463
3817,23766,X904312333008_E_5,13298
3818,24984,X907513220015_D_2,25007
3819,20926,X904312289002_H_6,7989
3820,16298,X903112201010_C_12,22020
3821,18885,X903112223006_F_1,19401
3822,18724,X903112223004_H_3,19146
3823,25516,X907513220021_B_12,25539
3824,17973,X903112213006_H_2,18213
3825,21484,X904312289009_E_6,8641
3826,21223,X904312289006_C_7,8286
3827,16440,X903112201011_G_4,22162
3828,21430,X904312289009_A_11,8587
3829,26903,X907513310017_D_3,29175
3830,17180,X903112205010_D_3,17336
3831,17897,X903112213006_A_7,18137
3832,15880,X903112201005_G_4,21602
3833,18873,X903112223006_E_1,19389
3834,19688,X903112229004_E_8,1943
3835,25492,X907513220020_G_8,25515
3836,23938,X907513220003_E_7,23961
3837,16149,X903112201008_F_3,21871
3838,26770,X907513310016_A_11,29042
3839,24859,X907513220014_A_5,24882
3840,20888,X904312289002_E_2,7951
3841,24383,X907513220008_H_11,24406
3842,23603,X904312333006_G_5,13135
3843,24414,X907513220009_B_8,24437
3844,20274,X904312283003_C_8,7244
3845,21065,X904312289004_E_4,8128
3846,25942,X907513220026_B_4,25965
3847,20982,X904312289003_E_5,8045
3848,16325,X903112201010_E_5,22047
3849,19091,X903112223008_G_7,19607
3850,17598,X903112213002_H_11,17838
3851,17693,X903112213003_H_2,17933
3852,16508,X903112205003_C_10,16664
3853,19610,X903112229003_F_9,1865
3854,25353,X907513220019_C_9,25376
3855,20004,X903112229008_C_12,20113
3856,24876,X907513220014_C_10,24899
3857,16135,X903112201008_E_12,21857
3858,25847,X907513220025_A_4,25870
3859,23711,X904312333008_A_1,13243
3860,25391,X907513220019_G_10,25414
3861,26218,X907513220029_B_1,26241
3862,21316,X904312289007_E_10,8473
3863,19256,X903112223010_E_7,19772
3864,27130,X907513310019_G_7,29402
3865,24721,X907513220012_E_7,24744
3866,23863,X907513220002_F_10,23886
3867,23301,X904312333003_D_12,12740
3868,23641,X904312333007_C_1,13173
3869,20293,X904312283003_E_4,7263
3870,23896,X907513220003_A_5,23919
3871,27458,X907514049008_C_7,33064
3872,25180,X907513220017_E_1,25203
3873,20718,X904312283008_E_6,7781
3874,19641,X903112229004_A_7,1896
3875,16933,X903112205007_G_3,17089
3876,26604,X907513310014_C_1,28876
3877,25198,X907513220017_F_4,25221
3878,22318,X904312296009_D_4,9406
3879,18343,X903112213010_G_9,18583
3880,20727,X904312283008_F_5,7790
3881,18310,X903112213010_E_10,18550
3882,27378,X907513310022_D_9,29650
3883,19341,X903112223011_E_11,19857
3884,21504,X904312289009_G_4,8661
3885,26791,X907513310016_B_9,29063
3886,23770,X904312333008_E_9,13302
3887,25957,X907513220026_C_7,25980
3888,25580,X907513220022_B_3,25603
3889,22795,X904312303006_H_3,9883
3890,17173,X903112205010_C_8,17329
3891,17438,X903112213001_B_5,17678
3892,27385,X907513310022_E_4,29657
3893,26809,X907513310016_D_3,29081
3894,19522,X903112229002_G_3,1777
3895,26747,X907513310015_G_10,29019
3896,20371,X904312283004_E_12,7341
3897,24317,X907513220008_B_5,24340
3898,19934,X903112229007_E_10,20043
3899,16296,X903112201010_C_10,22018
3900,16106,X903112201008_B_8,21828
3901,16259,X903112201009_G_9,21981
3902,23536,X904312333006_A_10,13068
3903,26905,X907513310017_D_5,29177
3904,18326,X903112213010_F_3,18566
3905,22671,X904312303004_G_1,9759
3906,20199,X904312283002_E_12,7169
3907,21424,X904312289008_H_4,8581
3908,16737,X903112205005_F_4,16893
3909,22129,X904312296007_A_3,9123
3910,20554,X904312283006_E_9,7617
3911,27325,X907513310021_H_4,29597
3912,15933,X903112201006_D_10,21655
3913,20865,X904312289002_C_2,7928
3914,23177,X904312333001_F_6,12616
3915,16529,X903112205003_D_8,16685
3916,18224,X903112213009_E_7,18464
3917,15960,X903112201006_F_2,21682
3918,19151,X903112223009_D_8,19667
3919,19685,X903112229004_E_5,1940
3920,27021,X907513310018_F_3,29293
3921,23632,X904312333007_B_12,13164
3922,18051,X903112213007_F_9,18291
3923,27087,X907513310019_D_10,29359
3924,18443,X903112223001_H_4,18865
3925,20612,X904312283007_C_2,7675
3926,21658,X904312292001_F_5,22731
3927,19479,X903112229002_C_6,1734
3928,22152,X904312296007_C_3,9146
3929,20047,X903112229008_G_9,20156
3930,27234,X907513310020_H_6,29506
