order,nrowMRD,jfID,ncolfrLast
1,2759,X900912270003_B_4,5983
2,127,X900912244002_C_8,3069
3,8770,X903111229001_H_9,343
4,3233,X900912276003_G_5,6457
5,2205,X900912261005_C_11,5335
6,3224,X900912276003_F_4,6448
7,892,X900912247010_H_11,3928
8,8383,X902112234006_F_4,2641
9,9553,X903111236003_G_4,233
10,3034,X900912270006_B_1,6258
11,10522,X903112107002_D_6,16590
12,11428,X903112159008_C_12,6494
13,6399,X900912326004_H_11,20501
14,7945,X902112234001_G_7,2109
15,6800,X900912340002_D_5,20827
16,4262,X900912312003_H_9,10318
17,9224,X903111229007_C_7,797
18,628,X900912244008_A_11,3664
19,4652,X900912312008_C_10,10708
20,7066,X900912340005_D_6,13474
21,10724,X903112129002_G_10,18664
22,13223,X903112180005_F_3,15365
23,2965,X900912270005_D_10,6189
24,5401,X900912317006_D_3,11551
25,11442,X903112159008_D_3,6508
26,1719,X900912254012_A_6,4849
27,1048,X900912247012_F_8,4084
28,5306,X900912317005_D_12,11456
29,9113,X903111229006_A_12,686
30,2128,X900912261004_D_5,5258
31,7215,X900912340007_A_4,13623
32,8533,X902112234008_C_7,2791
33,3631,X900912276008_F_7,6949
34,3652,X900912276008_H_6,6970
35,12158,X903112172003_A_7,13814
36,5205,X900912317004_C_4,11355
37,13464,X903112180008_C_7,15699
38,13812,X903112198004_A_4,21438
39,180,X900912244002_H_7,3122
40,2389,X900912261007_C_1,5613
41,6044,X900912324003_G_9,12276
42,7844,X900912352007_B_1,14344
43,4068,X900912312001_H_10,10124
44,7388,X900912345001_H_11,13796
45,7426,X900912352002_D_12,13926
46,9926,X903111290013_D_10,1242
47,7532,X900912352003_F_8,14032
48,2482,X900912261008_B_9,5706
49,9664,X903111248004_A_4,985
50,8861,X903111229003_A_12,434
51,6525,X900912326006_C_10,20627
52,12378,X903112172005_D_5,14520
53,4404,X900912312005_E_12,10460
54,9292,X903111229008_C_2,865
55,13685,X903112198002_F_5,21311
56,10565,X903112107002_H_4,16633
57,5589,X900912317009_E_7,11739
58,11368,X903112159007_F_10,5556
59,8600,X902112234009_A_6,2858
60,13826,X903112198004_B_6,21452
61,11108,X903112159004_H_1,2567
62,4978,X900912317001_G_5,11128
63,9180,X903111229006_G_8,753
64,193,X900912244003_B_1,3135
65,9157,X903111229006_E_7,730
66,3830,X900912311002_C_3,23558
67,56,X900912244001_E_5,2998
68,8592,X902112234008_H_9,2850
69,6674,X900912340001_A_7,20701
70,9755,X903111248005_A_3,1076
71,2402,X900912261007_D_10,5626
72,12148,X903112172002_H_9,12886
73,9622,X903111248003_E_2,943
74,13583,X903112198001_E_9,21209
75,1228,X900912247014_F_2,4264
76,2150,X900912261004_F_3,5280
77,11808,X903112159012_C_6,9979
78,12882,X903112180001_A_1,15024
79,13662,X903112198002_D_6,21288
80,7840,X900912352007_A_3,14340
81,10730,X903112129002_G_7,18670
82,8326,X902112234006_A_4,2584
83,7852,X900912352007_C_3,14352
84,1009,X900912247012_C_3,4045
85,13788,X903112198003_G_3,21414
86,4095,X900912312002_B_3,10151
87,1798,X900912254012_H_5,4928
88,10496,X903112107002_B_4,16564
89,13671,X903112198002_E_3,21297
90,13839,X903112198004_C_7,21465
91,164,X900912244002_G_2,3106
92,2775,X900912270003_C_8,5999
93,13211,X903112180005_E_11,15353
94,1907,X900912261002_A_8,5037
95,327,X900912244004_F_3,3269
96,6927,X900912340003_H_7,20954
97,6989,X900912340004_F_1,13397
98,3892,X900912311003_A_1,23620
99,9008,X903111229004_G_1,581
100,7168,X900912340006_E_3,13576
101,3367,X900912276005_E_9,6685
102,9921,X903111290013_C_6,1237
103,3070,X900912270006_E_1,6294
104,5087,X900912317003_A_11,11237
105,11992,X903112172001_C_4,11890
106,584,X900912244007_E_11,3620
107,7414,X900912352002_B_8,13914
108,9782,X903111248005_C_8,1103
109,10459,X903112107001_G_2,15647
110,7948,X902112234001_H_1,2112
111,13595,X903112198001_F_9,21221
112,12834,X903112172010_D_3,14976
113,7961,X902112234002_A_2,2125
114,158,X900912244002_F_7,3100
115,4368,X900912312005_B_11,10424
116,13815,X903112198004_A_7,21441
117,10395,X903112107001_A_8,15583
118,4603,X900912312007_F_8,10659
119,6358,X900912326004_D_5,20460
120,6692,X900912340001_C_12,20719
121,9548,X903111236003_F_9,228
122,4006,X900912312001_B_8,10062
123,1886,X900912261001_H_1,5016
124,8973,X903111229004_C_5,546
125,4967,X900912317001_F_5,11117
126,9023,X903111229004_H_5,596
127,7017,X900912340004_H_4,13425
128,570,X900912244007_C_9,3606
129,13701,X903112198002_H_1,21327
130,8677,X902112234009_H_2,2935
131,10545,X903112107002_F_5,16613
132,2102,X900912261004_B_3,5232
133,4373,X900912312005_B_5,10429
134,7508,X900912352003_D_8,14008
135,5699,X900912317010_G_9,11849
136,11110,X903112159004_H_11,2569
137,9422,X903111236002_B_12,102
138,10799,X903112159001_E_5,18739
139,12823,X903112172010_C_4,14965
140,515,X900912244006_G_11,3457
141,2179,X900912261005_A_1,5309
142,551,X900912244007_B_2,3587
143,12403,X903112172005_F_7,14545
144,9694,X903111248004_D_11,1015
145,5805,X900912324001_A_12,12037
146,2586,X900912270001_C_7,5810
147,8840,X903111229002_G_2,413
148,9252,X903111229007_F_11,825
149,6620,X900912326008_B_11,21105
150,12036,X903112172001_G_11,11934
151,7073,X900912340005_E_12,13481
152,10217,X903112066007_F_2,23718
153,6445,X900912326005_D_10,20547
154,3682,X900912276009_D_9,7000
155,9324,X903111236001_A_12,4
156,5102,X900912317003_B_3,11252
157,417,X900912244005_F_2,3359
158,3119,X900912270007_A_4,6343
159,10761,X903112159001_B_3,18701
160,5491,X900912317007_D_4,11641
161,10017,X903111320003_E_1,1333
162,6010,X900912324003_D_5,12242
163,2319,X900912261006_E_1,5449
164,3061,X900912270006_D_12,6285
165,5183,X900912317004_A_5,11333
166,5558,X900912317009_B_4,11708
167,3589,X900912276008_C_12,6907
168,11400,X903112159007_H_9,5588
169,7598,X900912352004_D_4,14098
170,7479,X900912352003_B_3,13979
171,2692,X900912270002_D_7,5916
172,8060,X902112234003_A_9,2224
173,2952,X900912270005_C_1,6176
174,10269,X903112066011_C_2,23770
175,2734,X900912270002_H_3,5958
176,4881,X900912312010_G_1,10937
177,8222,X902112234004_G_7,2386
178,4085,X900912312002_A_5,10141
179,11928,X903112159013_E_9,11017
180,5919,X900912324002_C_6,12151
181,10661,X903112129002_A_4,18601
182,10211,X903112066006_A_1,23712
183,2363,X900912261006_H_8,5493
184,11576,X903112159009_G_9,7458
185,8727,X903111229001_D_6,300
186,2146,X900912261004_F_10,5276
187,4459,X900912312006_B_12,10515
188,4658,X900912312008_C_5,10714
189,11678,X903112159010_H_6,8426
190,10244,X903112066011_A_10,23745
191,11730,X903112159011_E_1,9259
192,2873,X900912270004_D_11,6097
193,12453,X903112172006_C_10,14595
194,8531,X902112234008_C_5,2789
195,11781,X903112159012_A_3,9952
196,1179,X900912247014_B_12,4215
197,11670,X903112159010_G_9,8418
198,1298,X900912254007_D_3,4334
199,3420,X900912276006_C_11,6738
200,3235,X900912276003_G_8,6459
201,8968,X903111229004_C_10,541
202,1580,X900912254010_E_1,4710
203,13004,X903112180002_C_5,15146
204,6731,X900912340001_F_4,20758
205,2894,X900912270004_E_9,6118
206,466,X900912244006_B_8,3408
207,11668,X903112159010_G_7,8416
208,12078,X903112172002_B_9,12816
209,2250,X900912261005_F_9,5380
210,1010,X900912247012_C_4,4046
211,10650,X903112129001_H_5,17654
212,8116,X902112234003_F_5,2280
213,8867,X903111229003_A_8,440
214,5922,X900912324002_C_9,12154
215,13677,X903112198002_E_9,21303
216,6656,X900912326008_G_8,21141
217,12691,X903112172008_H_10,14833
218,9683,X903111248004_C_12,1004
219,10964,X903112159003_C_7,1579
220,992,X900912247012_B_1,4028
221,1109,X900912247013_D_12,4145
222,4025,X900912312001_D_3,10081
223,8489,X902112234007_G_6,2747
224,13567,X903112198001_D_5,21193
225,8659,X902112234009_F_6,2917
226,157,X900912244002_F_6,3099
227,3501,X900912276007_C_6,6819
228,6467,X900912326005_E_9,20569
229,2416,X900912261007_E_12,5640
230,9279,X903111229007_H_9,852
231,5068,X900912317002_G_4,11218
232,1487,X900912254009_D_9,4617
233,5631,X900912317010_A_8,11781
234,12516,X903112172006_H_5,14658
235,5493,X900912317007_D_6,11643
236,7663,X900912352005_B_10,14163
237,2187,X900912261005_A_6,5317
238,5758,X900912317011_E_8,12001
239,12207,X903112172003_E_8,13863
240,750,X900912247009_C_8,3786
241,5173,X900912317003_H_6,11323
242,11891,X903112159013_B_8,10980
243,10598,X903112129001_C_5,17602
244,5382,X900912317006_B_8,11532
245,13905,X903112198005_A_4,22185
246,4648,X900912312008_B_7,10704
247,492,X900912244006_E_12,3434
248,10324,X903112066011_H_7,23825
249,7526,X900912352003_F_2,14026
250,10315,X903112066011_G_8,23816
251,10950,X903112159003_B_5,1565
252,8432,X902112234007_B_7,2690
253,7308,X900912345001_A_3,13716
254,9618,X903111248003_D_9,939
255,13997,X903112198006_A_4,22763
256,3540,X900912276007_F_9,6858
257,6254,X900912324006_C_5,12486
258,4556,X900912312007_B_8,10612
259,14066,X903112198006_G_3,22832
260,2820,X900912270003_G_6,6044
261,5843,X900912324001_D_3,12075
262,7669,X900912352005_B_5,14169
263,6809,X900912340002_E_2,20836
264,8340,X902112234006_B_6,2598
265,8970,X903111229004_C_12,543
266,2141,X900912261004_E_6,5271
267,13822,X903112198004_B_2,21448
268,12001,X903112172001_D_12,11899
269,2659,X900912270002_B_1,5883
270,12267,X903112172004_C_11,14409
271,2921,X900912270004_H_2,6145
272,3913,X900912311003_B_7,23641
273,6107,X900912324004_F_4,12339
274,5782,X900912317011_H_11,12025
275,11360,X903112159007_E_3,5548
276,9078,X903111229005_E_9,651
277,4343,X900912312004_H_1,10399
278,215,X900912244003_D_12,3157
279,13381,X903112180007_D_5,15523
280,9639,X903111248003_F_9,960
281,8367,X902112234006_E_1,2625
282,5203,X900912317004_C_2,11353
283,8052,X902112234003_A_12,2216
284,10601,X903112129001_C_8,17605
285,13605,X903112198001_G_8,21231
286,8170,X902112234004_C_2,2334
287,2738,X900912270002_H_7,5962
288,10946,X903112159003_B_12,1561
289,9988,X903111320003_A_4,1304
290,9319,X903111229008_H_4,892
291,7574,X900912352004_B_4,14074
292,3490,X900912276007_B_6,6808
293,7127,X900912340006_A_9,13535
294,11306,X903112159006_H_9,4572
295,8710,X903111229001_C_10,283
296,7710,X900912352005_F_1,14210
297,1727,X900912254012_B_3,4857
298,9701,X903111248004_D_7,1022
299,3863,X900912311002_F_2,23591
300,9220,X903111229007_C_3,793
301,6485,X900912326005_G_4,20587
302,4527,X900912312006_H_3,10583
303,10918,X903112159002_G_8,19234
304,14034,X903112198006_D_6,22800
305,12117,X903112172002_F_11,12855
306,8403,X902112234006_H_2,2661
307,10657,X903112129002_A_11,18597
308,9425,X903111236002_B_7,105
309,620,X900912244007_H_4,3656
310,8527,X902112234008_C_12,2785
311,11698,X903112159011_B_2,9227
312,6229,X900912324006_A_3,12461
313,3766,X900912311001_E_9,23494
314,10901,X903112159002_F_2,19217
315,5636,X900912317010_B_2,11786
316,10910,X903112159002_G_10,19226
317,3825,X900912311002_C_1,23553
318,10873,X903112159002_D_1,19189
319,13212,X903112180005_E_12,15354
320,8591,X902112234008_H_7,2849
321,7579,X900912352004_B_9,14079
322,2306,X900912261006_C_8,5436
323,9549,X903111236003_G_1,229
324,10235,X903112066010_A_5,23736
325,5256,X900912317004_H_1,11406
326,474,X900912244006_C_5,3416
327,9398,X903111236001_G_7,78
328,12655,X903112172008_D_9,14797
329,3574,X900912276008_B_1,6892
330,12082,X903112172002_C_12,12820
331,2084,X900912261003_H_9,5214
332,10484,X903112107002_A_4,16552
333,13751,X903112198003_D_12,21377
334,4979,X900912317001_G_6,11129
335,514,X900912244006_G_10,3456
336,28,X900912244001_C_12,2970
337,10122,X903111320009_F_3,1438
338,9374,X903111236001_E_4,54
339,11145,X903112159005_C_11,3503
340,10939,X903112159003_A_6,1554
341,1684,X900912254011_F_11,4814
342,6022,X900912324003_E_7,12254
343,1627,X900912254011_A_12,4757
344,3767,X900912311001_F_1,23495
345,3535,X900912276007_F_4,6853
346,5049,X900912317002_E_8,11199
347,5242,X900912317004_F_6,11392
348,13732,X903112198003_B_6,21358
349,5276,X900912317005_A_7,11426
350,4440,X900912312005_H_4,10496
351,12958,X903112180001_G_4,15100
352,12760,X903112172009_F_1,14902
353,8783,X903111229002_B_1,356
354,11686,X903112159011_A_2,9215
355,5742,X900912317011_D_11,11985
356,10557,X903112107002_G_7,16625
357,3483,X900912276007_B_10,6801
358,5736,X900912317011_C_4,11979
359,13722,X903112198003_A_8,21348
360,6821,X900912340002_F_2,20848
361,5826,X900912324001_C_1,12058
362,6932,X900912340004_A_12,13340
363,12580,X903112172007_F_10,14722
364,12717,X903112172009_B_2,14859
365,8478,X902112234007_F_5,2736
366,11127,X903112159005_A_6,3485
367,9906,X903111290013_B_3,1222
368,8561,X902112234008_F_10,2819
369,1520,X900912254009_G_7,4650
370,10897,X903112159002_F_1,19213
371,638,X900912244008_B_1,3674
372,1435,X900912254008_H_2,4471
373,9529,X903111236003_E_2,209
374,3124,X900912270007_B_2,6348
375,13026,X903112180002_E_3,15168
376,12601,X903112172007_H_2,14743
377,9848,X903111248011_B_5,1169
378,1185,X900912247014_B_7,4221
379,9531,X903111236003_E_4,211
380,2587,X900912270001_C_8,5811
381,6838,X900912340002_G_8,20865
382,10117,X903111320009_F_1,1433
383,9545,X903111236003_F_6,225
384,4037,X900912312001_E_3,10093
385,385,X900912244005_C_5,3327
386,12563,X903112172007_D_5,14705
387,13651,X903112198002_C_7,21277
388,1874,X900912261001_F_9,5004
389,10622,X903112129001_E_8,17626
390,6536,X900912326006_D_1,20638
391,12861,X903112172010_F_9,15003
392,5671,X900912317010_E_4,11821
393,7281,X900912340007_G_1,13689
394,2476,X900912261008_B_3,5700
395,1080,X900912247013_A_8,4116
396,12334,X903112172004_H_9,14476
397,5989,X900912324003_B_3,12221
398,4924,X900912317001_B_8,11074
399,11517,X903112159009_B_8,7399
400,13763,X903112198003_E_12,21389
401,5245,X900912317004_F_9,11395
402,13906,X903112198005_A_5,22186
403,6890,X900912340003_D_5,20917
404,10646,X903112129001_H_10,17650
405,964,X900912247011_G_2,4000
406,11070,X903112159004_D_7,2529
407,10103,X903111320009_D_6,1419
408,12456,X903112172006_C_2,14598
409,5120,X900912317003_C_9,11270
410,10154,X903111320010_A_5,1470
411,5350,X900912317005_H_1,11500
412,2154,X900912261004_F_7,5284
413,13052,X903112180002_G_6,15194
414,7603,X900912352004_D_9,14103
415,11391,X903112159007_H_10,5579
416,6020,X900912324003_E_5,12252
417,2519,X900912261008_F_1,5743
418,11534,X903112159009_D_12,7416
419,8494,X902112234007_H_10,2752
420,9339,X903111236001_B_4,19
421,8148,X902112234004_A_3,2312
422,7784,X900912352006_D_2,14284
423,11979,X903112172001_B_2,11877
424,3917,X900912311003_C_10,23645
425,10365,X903112102007_F_10,20978
426,8829,X903111229002_F_12,402
427,7265,X900912340007_E_6,13673
428,8029,X902112234002_G_11,2193
429,1924,X900912261002_C_12,5054
430,5485,X900912317007_D_1,11635
431,10544,X903112107002_F_4,16612
432,9298,X903111229008_D_3,871
433,5875,X900912324001_G_10,12107
434,13219,X903112180005_F_1,15361
435,7256,X900912340007_D_9,13664
436,8474,X902112234007_F_12,2732
437,6286,X900912324006_F_12,12518
438,8499,X902112234007_H_5,2757
439,13516,X903112180008_H_2,15751
440,11399,X903112159007_H_8,5587
441,1741,X900912254012_C_5,4871
442,6240,X900912324006_B_2,12472
443,11268,X903112159006_E_5,4534
444,7733,X900912352005_H_1,14233
445,5321,X900912317005_E_4,11471
446,3451,X900912276006_F_7,6769
447,2459,X900912261008_A_1,5683
448,11157,X903112159005_D_11,3515
449,13402,X903112180007_F_3,15544
450,2515,X900912261008_E_6,5739
451,3245,X900912276004_A_11,6563
452,7860,X900912352007_D_5,14360
453,9015,X903111229004_G_6,588
454,9995,X903111320003_B_4,1311
455,12718,X903112172009_B_3,14860
456,13913,X903112198005_B_11,22193
457,12313,X903112172004_G_1,14455
458,6144,X900912324005_B_11,12376
459,1570,X900912254010_D_10,4700
460,3953,X900912311003_F_11,23681
461,13091,X903112180003_E_6,15233
462,12495,X903112172006_F_6,14637
463,13287,X903112180006_D_5,15429
464,3588,X900912276008_C_11,6906
465,7974,X902112234002_B_3,2138
466,13640,X903112198002_B_8,21266
467,12400,X903112172005_F_4,14542
468,14038,X903112198006_E_1,22804
469,10570,X903112107002_H_9,16638
470,2911,X900912270004_G_3,6135
471,11097,X903112159004_G_1,2556
472,3615,X900912276008_E_3,6933
473,2072,X900912261003_G_8,5202
474,12496,X903112172006_F_7,14638
475,13573,X903112198001_E_10,21199
476,8542,X902112234008_D_4,2800
477,5187,X900912317004_A_9,11337
478,13689,X903112198002_F_9,21315
479,940,X900912247011_E_10,3976
480,683,X900912244008_E_9,3719
481,7628,X900912352004_G_1,14128
482,4187,X900912312003_B_3,10243
483,4250,X900912312003_G_8,10306
484,1667,X900912254011_D_6,4797
485,5255,X900912317004_G_9,11405
486,685,X900912244008_F_10,3721
487,1674,X900912254011_E_12,4804
488,413,X900912244005_F_1,3355
489,4828,X900912312010_B_5,10884
490,8696,X903111229001_A_9,269
491,5155,X900912317003_F_9,11305
492,10838,X903112159002_A_10,19154
493,7430,X900912352002_D_8,13930
494,9177,X903111229006_G_5,750
495,1703,X900912254011_H_11,4833
496,7257,X900912340007_E_1,13665
497,7222,X900912340007_B_10,13630
498,471,X900912244006_C_2,3413
499,12222,X903112172003_G_2,13878
500,11035,X903112159004_A_8,2494
501,4582,X900912312007_E_1,10638
502,9934,X903111290013_D_7,1250
503,8954,X903111229004_A_8,527
504,11639,X903112159010_E_12,8387
505,8697,X903111229001_B_1,270
506,8358,X902112234006_D_12,2616
507,866,X900912247010_E_8,3902
508,10008,X903111320003_C_7,1324
509,11300,X903112159006_H_3,4566
510,5407,X900912317006_D_9,11557
511,5323,X900912317005_E_6,11473
512,6593,X900912326007_A_7,21078
513,11456,X903112159008_E_5,6522
514,239,X900912244003_F_6,3181
515,591,X900912244007_E_8,3627
516,4060,X900912312001_G_3,10116
517,963,X900912247011_G_11,3999
518,1176,X900912247014_B_1,4212
519,9571,X903111236004_F_1,251
520,4958,X900912317001_E_7,11108
521,3031,X900912270006_A_7,6255
522,13520,X903112180008_H_6,15755
523,13869,X903112198004_F_2,21495
524,5715,X900912317011_A_2,11958
525,10547,X903112107002_F_7,16615
526,10896,X903112159002_E_9,19212
527,1226,X900912247014_F_11,4262
528,12758,X903112172009_E_8,14900
529,9353,X903111236001_C_7,33
530,529,X900912244006_H_4,3471
531,7094,X900912340005_G_1,13502
532,12170,X903112172003_B_7,13826
533,8344,X902112234006_C_1,2602
534,10546,X903112107002_F_6,16614
535,2360,X900912261006_H_5,5490
536,8040,X902112234002_H_11,2204
537,7372,X900912345001_F_7,13780
538,6078,X900912324004_C_3,12310
539,4926,X900912317001_C_1,11076
540,5672,X900912317010_E_5,11822
541,6984,X900912340004_E_5,13392
542,8347,X902112234006_C_12,2605
543,6665,X900912340001_A_1,20692
544,13586,X903112198001_F_11,21212
545,10005,X903111320003_C_4,1321
546,9482,X903111236002_H_9,162
547,9305,X903111229008_E_5,878
548,9726,X903111248004_F_8,1047
549,4824,X900912312010_B_12,10880
550,13658,X903112198002_D_2,21284
551,6945,X900912340004_B_2,13353
552,10348,X903112102007_B_10,20961
553,13717,X903112198003_A_3,21343
554,9494,X903111236003_B_1,174
555,12261,X903112172004_B_6,14403
556,2489,X900912261008_C_4,5713
557,9318,X903111229008_H_3,891
558,9461,X903111236002_F_3,141
559,5734,X900912317011_C_2,11977
560,1717,X900912254012_A_4,4847
561,11646,X903112159010_E_8,8394
562,4038,X900912312001_E_4,10094
563,8152,X902112234004_A_7,2316
564,4124,X900912312002_D_8,10180
565,7633,X900912352004_G_4,14133
566,11135,X903112159005_B_2,3493
567,7775,X900912352006_C_5,14275
568,2523,X900912261008_F_2,5747
569,6142,X900912324005_B_1,12374
570,4451,X900912312006_A_5,10507
571,7755,X900912352006_A_9,14255
572,211,X900912244003_C_9,3153
573,11077,X903112159004_E_2,2536
574,8744,X903111229001_F_2,317
575,3914,X900912311003_B_8,23642
576,12182,X903112172003_C_7,13838
577,12301,X903112172004_F_1,14443
578,5150,X900912317003_F_4,11300
579,6684,X900912340001_B_5,20711
580,8792,X903111229002_B_9,365
581,5224,X900912317004_E_10,11374
582,12467,X903112172006_D_2,14609
583,13291,X903112180006_D_9,15433
584,2183,X900912261005_A_2,5313
585,8685,X903111229001_A_1,258
586,11364,X903112159007_E_7,5552
587,1575,X900912254010_D_4,4705
588,6550,X900912326006_E_12,20652
589,13351,X903112180007_B_10,15493
590,10131,X903111320009_G_11,1447
591,6820,X900912340002_F_12,20847
592,9785,X903111248005_D_10,1106
593,2005,X900912261003_B_11,5135
594,2683,X900912270002_D_1,5907
595,2296,X900912261006_C_1,5426
596,7152,X900912340006_D_10,13560
597,116,X900912244002_B_9,3058
598,5471,X900912317007_B_8,11621
599,7279,X900912340007_F_8,13687
600,1030,X900912247012_E_11,4066
601,1082,X900912247013_B_1,4118
602,11147,X903112159005_C_2,3505
603,6452,X900912326005_D_6,20554
604,11579,X903112159009_H_11,7461
605,10993,X903112159003_F_11,1608
606,5262,X900912317004_H_5,11412
607,6761,X900912340002_A_11,20788
608,1759,X900912254012_E_10,4889
609,12305,X903112172004_F_2,14447
610,6600,X900912326007_C_5,21085
611,869,X900912247010_F_10,3905
612,8199,X902112234004_E_7,2363
613,12017,X903112172001_E_5,11915
614,10400,X903112107001_B_12,15588
615,5769,X900912317011_F_9,12012
616,3394,X900912276005_H_2,6712
617,10518,X903112107002_D_2,16586
618,10710,X903112129002_E_8,18650
619,3195,X900912276003_C_6,6419
620,5431,X900912317006_G_1,11581
621,2516,X900912261008_E_7,5740
622,7234,X900912340007_C_10,13642
623,153,X900912244002_F_2,3095
624,1663,X900912254011_D_12,4793
625,12492,X903112172006_F_3,14634
626,11025,X903112159004_A_1,2484
627,5660,X900912317010_D_5,11810
628,2458,X900912261007_H_9,5682
629,8700,X903111229001_B_12,273
630,4119,X900912312002_D_3,10175
631,12745,X903112172009_D_6,14887
632,3297,X900912276004_G_5,6615
633,13920,X903112198005_B_7,22200
634,7021,X900912340004_H_8,13429
635,1495,X900912254009_E_5,4625
636,10675,X903112129002_B_7,18615
637,8621,X902112234009_C_4,2879
638,7680,X900912352005_C_4,14180
639,370,X900912244005_B_11,3312
640,11420,X903112159008_B_5,6486
641,556,X900912244007_B_7,3592
642,3887,X900912311002_H_4,23615
643,9652,X903111248003_H_3,973
644,9348,X903111236001_C_2,28
645,7569,X900912352004_B_10,14069
646,4336,X900912312004_G_3,10392
647,4268,X900912312004_A_3,10324
648,6614,X900912326007_H_9,21099
649,2268,X900912261005_H_5,5398
650,10369,X903112102007_G_10,20982
651,8477,X902112234007_F_4,2735
652,13473,X903112180008_D_4,15708
653,3587,X900912276008_C_10,6905
654,10125,X903111320009_F_6,1441
655,6743,X900912340001_G_5,20770
656,821,X900912247010_A_9,3857
657,3874,X900912311002_G_2,23602
658,7044,X900912340005_B_8,13452
659,3916,X900912311003_C_1,23644
660,8764,X903111229001_H_2,337
661,3166,X900912270007_H_5,6390
662,256,X900912244003_H_2,3198
663,7376,X900912345001_G_10,13784
664,6726,X900912340001_F_10,20753
665,5091,X900912317003_A_4,11241
666,11786,X903112159012_A_8,9957
667,9213,X903111229007_B_8,786
668,11004,X903112159003_G_10,1619
669,10412,X903112107001_C_12,15600
670,1072,X900912247013_A_11,4108
671,9756,X903111248005_A_4,1077
672,5133,X900912317003_E_10,11283
673,5348,X900912317005_G_8,11498
674,10359,X903112102007_D_9,20972
675,14026,X903112198006_D_1,22792
676,13090,X903112180003_E_5,15232
677,7008,X900912340004_G_6,13416
678,2225,X900912261005_D_8,5355
679,3174,X900912276003_A_4,6398
680,3163,X900912270007_H_2,6387
681,4986,X900912317001_H_2,11136
682,2391,X900912261007_C_11,5615
683,12203,X903112172003_E_4,13859
684,8643,X902112234009_E_2,2901
685,12617,X903112172008_A_7,14759
686,1285,X900912254007_C_2,4321
687,9315,X903111229008_G_5,888
688,1008,X900912247012_C_2,4044
689,12557,X903112172007_D_10,14699
690,7193,X900912340006_G_5,13601
691,11075,X903112159004_E_11,2534
692,2484,X900912261008_C_10,5708
693,10384,X903112102007_H_9,20997
694,5979,X900912324003_A_2,12211
695,3997,X900912312001_B_10,10053
696,5698,X900912317010_G_8,11848
697,1310,X900912254007_E_3,4346
698,8652,X902112234009_F_10,2910
699,8765,X903111229001_H_3,338
700,874,X900912247010_F_4,3910
701,13232,X903112180005_G_3,15374
702,11832,X903112159012_E_6,10003
703,1905,X900912261002_A_6,5035
704,1955,X900912261002_E_8,5085
705,3071,X900912270006_E_10,6295
706,11295,X903112159006_G_9,4561
707,10457,X903112107001_G_10,15645
708,7545,X900912352003_H_1,14045
709,6885,X900912340003_D_10,20912
710,13734,X903112198003_B_8,21360
711,4983,X900912317001_H_1,11133
712,9631,X903111248003_F_11,952
713,4686,X900912312008_E_9,10742
714,4110,X900912312002_C_6,10166
715,11426,X903112159008_C_10,6492
716,4600,X900912312007_F_5,10656
717,7242,X900912340007_C_7,13650
718,6280,X900912324006_E_7,12512
719,1514,X900912254009_G_11,4644
720,10666,X903112129002_A_9,18606
721,6382,X900912326004_F_5,20484
722,2387,X900912261007_B_8,5611
723,7028,X900912340005_A_3,13436
724,1300,X900912254007_D_5,4336
725,430,X900912244005_G_4,3372
726,13288,X903112180006_D_6,15430
727,8026,X902112234002_F_9,2190
728,3051,X900912270006_C_3,6275
729,9489,X903111236003_A_4,169
730,4748,X900912312009_C_3,10804
731,7221,X900912340007_B_1,13629
732,9312,X903111229008_G_2,885
733,9158,X903111229006_E_8,731
734,12659,X903112172008_E_12,14801
735,1758,X900912254012_E_1,4888
736,12163,X903112172003_B_11,13819
737,3977,X900912311003_H_3,23705
738,12501,X903112172006_G_11,14643
739,9283,X903111229008_A_4,856
740,9673,X903111248004_B_3,994
741,12483,X903112172006_E_6,14625
742,6896,X900912340003_E_11,20923
743,12544,X903112172007_B_9,14686
744,13136,X903112180004_D_6,15278
745,7836,X900912352006_H_8,14336
746,7674,X900912352005_C_1,14174
747,10923,X903112159002_H_2,19239
748,7103,X900912340005_G_8,13511
749,6607,X900912326007_E_11,21092
750,1116,X900912247013_D_8,4152
751,10297,X903112066011_F_10,23798
752,3513,X900912276007_D_6,6831
753,4681,X900912312008_E_4,10737
754,5258,X900912317004_H_11,11408
755,12822,X903112172010_C_3,14964
756,3251,X900912276004_A_8,6569
757,1028,X900912247012_E_1,4064
758,11840,X903112159012_F_3,10011
759,9035,X903111229005_A_7,608
760,9649,X903111248003_H_10,970
761,2469,X900912261008_A_8,5693
762,1206,X900912247014_D_4,4242
763,11073,X903112159004_E_1,2532
764,11184,X903112159005_F_3,3542
765,469,X900912244006_C_11,3411
766,10942,X903112159003_A_9,1557
767,10617,X903112129001_E_2,17621
768,12694,X903112172008_H_3,14836
769,12107,X903112172002_E_2,12845
770,12950,X903112180001_F_7,15092
771,393,X900912244005_D_12,3335
772,2931,X900912270005_A_11,6155
773,923,X900912247011_C_11,3959
774,13927,X903112198005_C_2,22207
775,2434,X900912261007_F_7,5658
776,11875,X903112159013_A_4,10964
777,3142,X900912270007_D_6,6366
778,11528,X903112159009_C_7,7410
779,8818,X903111229002_E_12,391
780,2292,X900912261006_B_6,5422
781,9723,X903111248004_F_5,1044
782,8005,X902112234002_E_12,2169
783,10424,X903112107001_D_12,15612
