geno,ngr2,ngr3,ngr4,ngr5,ngr6,ngr7,ngr8,ngr9,ngr10,ngr11,ngr12,ngr13,ngr14,ngr15,ngr20,ngr25,ngr30,ngr35,ngr40,ngr45,ngr50
X900912244004_C_10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244004_C_11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244004_C_12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244004_C_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244004_C_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X900912244004_C_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X900912244004_C_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X900912244004_C_8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244004_C_9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244004_D_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244004_D_10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244004_D_11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244004_D_12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244004_D_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244004_D_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244004_D_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,12,12,13,14,14
X900912244004_D_5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244004_D_7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244004_D_8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244004_D_9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244004_E_10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244004_E_11,1,1,1,1,1,3,6,6,7,7,7,7,10,10,12,13,15,15,18,19,19
X900912244004_E_12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244004_E_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244004_E_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244004_E_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X900912244004_E_5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244004_E_6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244004_E_7,1,1,1,1,1,3,6,7,8,9,9,9,9,9,11,12,14,14,17,18,18
X900912244004_E_8,1,1,1,1,1,3,6,6,7,7,7,7,10,10,12,13,15,15,18,19,19
X900912244004_E_9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244004_F_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244004_F_10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244004_F_11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244004_F_12,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X900912244004_F_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244004_F_3,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X900912244004_F_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7
X900912244004_F_5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244004_F_6,1,1,1,1,1,3,6,7,8,9,9,9,9,9,11,12,14,14,17,18,18
X900912244004_F_7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244004_F_8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244004_G_10,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,19,20,20
X900912244004_G_11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244004_G_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244004_G_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244004_G_4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244004_G_5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244004_G_6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244004_G_7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244004_G_8,1,1,1,1,1,3,6,6,7,7,7,7,10,10,12,13,15,15,18,19,19
X900912244004_G_9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244004_H_10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244004_H_11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244004_H_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244004_H_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244004_H_4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244004_H_5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244004_H_7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244004_H_8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244004_H_9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244005_A_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244005_A_10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,16,16
X900912244005_A_11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,16,16
X900912244005_A_12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244005_A_2,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5
X900912244005_A_3,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X900912244005_A_4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244005_A_5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244005_A_6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244005_A_7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244005_A_8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244005_B_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244005_B_10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,16,16
X900912244005_B_11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,16,16
X900912244005_B_12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,16,16
X900912244005_B_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7
X900912244005_B_3,2,3,3,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7
X900912244005_B_4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244005_B_5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244005_B_7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244005_B_8,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,8,8,20,21,21
X900912244005_C_10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,16,16
X900912244005_C_11,1,2,2,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,6
X900912244005_C_12,1,2,2,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,6
X900912244005_C_2,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X900912244005_C_3,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9
X900912244005_C_4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244005_C_5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244005_C_6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244005_C_7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244005_C_8,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9
X900912244005_D_1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5
X900912244005_D_10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,16,16
X900912244005_D_11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244005_D_2,1,1,1,1,1,3,3,3,4,4,4,4,4,4,9,9,9,9,10,11,11
X900912244005_D_3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
X900912244005_D_4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244005_D_5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244005_D_6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244005_D_7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244005_D_8,1,1,1,1,1,3,3,3,4,4,4,4,4,4,9,9,10,10,11,12,12
X900912244005_E_10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,16,16
X900912244005_E_11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,16,16
X900912244005_E_12,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X900912244005_E_2,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5
X900912244005_E_3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
X900912244005_E_4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244005_E_5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244005_E_6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244005_E_7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244005_E_8,1,1,1,1,1,3,6,6,7,7,7,7,10,10,12,13,15,15,18,19,19
X900912244005_F_1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,9,9,10,10,11,12,12
X900912244005_F_10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,16,16
X900912244005_F_11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,16,16
X900912244005_F_12,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X900912244005_F_2,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X900912244005_F_3,2,3,3,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7
X900912244005_F_4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244005_F_5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244005_F_6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244005_F_7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244005_F_8,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9
X900912244005_G_1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5
X900912244005_G_10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,16,16
X900912244005_G_11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,16,16
X900912244005_G_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7
X900912244005_G_3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
X900912244005_G_4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244005_G_5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244005_G_6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244005_G_7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244005_H_10,1,1,1,1,1,3,3,3,4,4,4,4,4,4,9,9,10,10,11,12,12
X900912244005_H_11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,16,16
X900912244005_H_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7
X900912244005_H_3,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5
X900912244005_H_4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244005_H_5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244005_H_6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244005_H_9,1,2,2,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,9,10,10
X900912244006_A_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_A_10,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,8,8,20,21,21
X900912244006_A_11,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,8,8,20,21,21
X900912244006_A_12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244006_A_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_A_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_A_4,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,8,8,20,21,21
X900912244006_A_5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_A_6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_A_7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_A_8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244006_B_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_B_10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_B_11,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,19,20,20
X900912244006_B_12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244006_B_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_B_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_B_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7
X900912244006_B_5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_B_6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_B_8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244006_C_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_C_10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_C_11,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9
X900912244006_C_12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_C_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_C_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_C_4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_C_5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_C_6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_C_7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244006_C_8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244006_C_9,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9
X900912244006_D_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_D_11,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9
X900912244006_D_12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244006_D_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_D_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_D_4,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5
X900912244006_D_5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_D_6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_D_7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244006_D_8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_D_9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244006_E_10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244006_E_11,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,22
X900912244006_E_12,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,22
X900912244006_E_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_E_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_E_4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_E_5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_E_6,1,2,2,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,6
X900912244006_E_7,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4,17,21,22,23
X900912244006_E_8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244006_E_9,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9
X900912244006_F_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_F_10,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,8,8,20,21,21
X900912244006_F_11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244006_F_12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_F_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_F_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_F_4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_F_5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_F_6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_F_7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244006_F_8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244006_F_9,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9
X900912244006_G_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_G_10,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,8,8,20,21,21
X900912244006_G_11,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9
X900912244006_G_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_G_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_G_4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_G_5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_G_6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_G_7,1,1,1,1,1,3,6,7,8,9,9,9,9,9,11,12,14,14,17,18,18
X900912244006_G_8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_G_9,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,8,8,20,21,21
X900912244006_H_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7
X900912244006_H_10,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,8,8,20,21,21
X900912244006_H_11,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,22
X900912244006_H_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_H_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_H_4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244006_H_5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_H_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X900912244006_H_7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244006_H_8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244006_H_9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X900912244007_A_1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X900912244007_A_10,2,3,3,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7
X900912244007_A_11,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5
X900912244007_A_12,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5
X900912244007_A_2,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9
X900912244007_A_3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X900912244007_A_4,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X900912244007_A_5,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X900912244007_A_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7
X900912244007_A_7,1,2,2,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,9,10,10
X900912244007_A_8,1,2,2,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,9,10,10
X900912244007_A_9,1,1,1,1,1,3,3,3,4,4,4,4,4,4,9,9,10,10,11,12,12
X900912244007_B_1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X900912244007_B_10,1,2,2,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,9,10,10
X900912244007_B_11,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X900912244007_B_12,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9
X900912244007_B_2,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5
X900912244007_B_3,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5
X900912244007_B_4,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X900912244007_B_5,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X900912244007_B_6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15
X900912244007_B_7,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9
X900912244007_B_8,1,2,2,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,9,10,10
X900912244007_B_9,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X900912244007_C_1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5
X900912244007_C_10,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X900912244007_C_11,1,2,2,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,9,10,10
X900912244007_C_12,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X900912244007_C_2,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X900912244007_C_3,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X900912244007_C_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7
X900912244007_C_5,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9
X900912244007_C_6,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X900912244007_C_7,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9
X900912244007_C_8,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X900912244007_C_9,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X900912244007_D_1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X900912244007_D_10,2,3,3,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7
